date,state,district,market,commodity,arrivals_tonnes,min_price,max_price,modal_price,year,month
2024-01-01,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,11.71,200.0,1670.0,200.0,2024,1
2024-01-02,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,5.99,1148.0,1782.0,1148.0,2024,1
2024-01-03,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,13.88,1210.0,2012.0,1210.0,2024,1
2024-01-04,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,16.33,986.0,2006.0,986.0,2024,1
2024-01-05,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,38.79,400.0,1727.0,400.0,2024,1
2024-01-06,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,40.68,280.0,1790.0,280.0,2024,1
2024-01-08,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,39.86,570.0,1624.0,570.0,2024,1
2024-01-09,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,26.6,511.0,1875.0,511.0,2024,1
2024-01-10,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,18.86,583.0,1214.0,583.0,2024,1
2024-01-11,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,36.97,534.0,1454.0,534.0,2024,1
2024-01-12,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,26.41,450.0,1825.0,450.0,2024,1
2024-01-13,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,36.33,381.0,1706.0,381.0,2024,1
2024-01-16,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,42.49,856.0,2151.0,856.0,2024,1
2024-01-17,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,45.15,220.0,1900.0,220.0,2024,1
2024-01-18,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,122.88,474.0,1524.0,474.0,2024,1
2024-01-19,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,179.94,100.0,1451.0,100.0,2024,1
2024-01-20,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,92.27,150.0,1033.0,400.0,2024,1
2024-01-23,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,32.12,376.0,1154.0,376.0,2024,1
2024-01-24,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,64.97,214.0,1011.0,214.0,2024,1
2024-01-25,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,106.49,134.0,1133.0,700.0,2024,1
2024-01-27,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,123.42,201.0,1297.0,201.0,2024,1
2024-01-29,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,125.9,140.0,1138.0,140.0,2024,1
2024-01-30,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,88.31,180.0,924.0,250.0,2024,1
2024-01-31,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,79.35,229.0,973.0,229.0,2024,1
2024-02-01,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,87.88,170.0,999.0,170.0,2024,2
2024-02-02,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,45.81,200.0,1024.0,200.0,2024,2
2024-02-03,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,77.15,200.0,1100.0,200.0,2024,2
2024-02-05,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,42.8,220.0,1116.0,700.0,2024,2
2024-02-06,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,34.97,264.0,1016.0,264.0,2024,2
2024-02-07,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,39.27,182.0,1194.0,1000.0,2024,2
2024-02-08,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,35.05,213.0,1025.0,213.0,2024,2
2024-02-09,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,41.3,180.0,1257.0,200.0,2024,2
2024-02-10,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,33.05,222.0,1122.0,222.0,2024,2
2024-02-12,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,27.29,188.0,1451.0,188.0,2024,2
2024-02-13,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,45.6,190.0,1311.0,190.0,2024,2
2024-02-15,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,47.79,100.0,1149.0,200.0,2024,2
2024-02-16,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,43.2,329.0,1119.0,329.0,2024,2
2024-02-17,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,29.91,443.0,1152.0,443.0,2024,2
2024-02-19,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,24.46,430.0,1497.0,430.0,2024,2
2024-02-20,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,29.94,220.0,1811.0,1811.0,2024,2
2024-02-21,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,26.21,274.0,2550.0,274.0,2024,2
2024-02-22,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,12.12,746.0,2550.0,746.0,2024,2
2024-02-23,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,41.18,330.0,2550.0,400.0,2024,2
2024-02-24,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,19.84,243.0,1163.0,243.0,2024,2
2024-02-27,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,105.88,323.0,1593.0,600.0,2024,2
2024-02-28,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,56.83,400.0,1242.0,400.0,2024,2
2024-02-29,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,78.44,240.0,1449.0,1449.0,2024,2
2024-03-01,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,42.78,210.0,1219.0,1219.0,2024,3
2024-03-02,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,32.77,160.0,1045.0,1045.0,2024,3
2024-03-04,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,39.13,350.0,2072.0,600.0,2024,3
2024-03-05,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,32.67,250.0,2350.0,2350.0,2024,3
2024-03-06,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,48.71,350.0,1843.0,1843.0,2024,3
2024-03-07,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,36.97,200.0,1701.0,1701.0,2024,3
2024-03-09,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,39.03,320.0,1389.0,1389.0,2024,3
2024-03-11,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,42.71,400.0,1625.0,1625.0,2024,3
2024-03-12,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,42.46,274.0,1362.0,1362.0,2024,3
2024-03-13,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,33.27,249.0,1472.0,1472.0,2024,3
2024-03-14,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,44.02,240.0,2111.0,500.0,2024,3
2024-03-15,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,32.57,280.0,2000.0,2000.0,2024,3
2024-03-16,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,45.81,200.0,1950.0,1950.0,2024,3
2024-03-18,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,65.39,180.0,1949.0,1949.0,2024,3
2024-03-19,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,30.38,200.0,1950.0,200.0,2024,3
2024-03-20,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,31.76,220.0,1896.0,1896.0,2024,3
2024-03-21,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,42.17,416.0,1739.0,1739.0,2024,3
2024-03-22,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,31.45,500.0,1557.0,900.0,2024,3
2024-03-23,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,23.8,310.0,1850.0,1850.0,2024,3
2024-03-26,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,28.64,1496.0,1800.0,1800.0,2024,3
2024-03-27,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,39.46,360.0,1700.0,1700.0,2024,3
2024-03-28,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,43.38,384.0,1650.0,1650.0,2024,3
2024-03-29,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,40.06,518.0,1650.0,1650.0,2024,3
2024-04-01,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,67.37,355.0,1425.0,1425.0,2024,4
2024-04-02,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,86.92,120.0,1293.0,1200.0,2024,4
2024-04-03,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,115.59,140.0,1300.0,1300.0,2024,4
2024-04-04,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,57.03,267.0,1600.0,1600.0,2024,4
2024-04-05,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,61.79,200.0,1843.0,1843.0,2024,4
2024-04-06,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,70.48,498.0,1600.0,1400.0,2024,4
2024-04-08,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,50.9,682.0,1811.0,1811.0,2024,4
2024-04-13,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,85.94,341.0,1699.0,500.0,2024,4
2024-04-15,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,186.82,374.0,1711.0,1600.0,2024,4
2024-04-16,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,52.44,519.0,1764.0,1650.0,2024,4
2024-04-18,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,74.04,676.0,1750.0,1750.0,2024,4
2024-04-19,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,70.75,400.0,1751.0,800.0,2024,4
2024-04-20,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,58.68,100.0,1700.0,1700.0,2024,4
2024-04-22,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,82.03,339.0,1850.0,1800.0,2024,4
2024-04-23,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,80.87,600.0,2061.0,2061.0,2024,4
2024-04-24,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,182.85,300.0,1711.0,1400.0,2024,4
2024-04-25,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,152.01,200.0,1554.0,1300.0,2024,4
2024-04-26,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,103.01,325.0,1651.0,1651.0,2024,4
2024-04-27,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,86.51,300.0,1825.0,1825.0,2024,4
2024-04-29,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,175.42,250.0,1632.0,400.0,2024,4
2024-04-30,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,190.57,100.0,4000.0,1201.0,2024,4
2024-05-02,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,364.98,202.0,2250.0,300.0,2024,5
2024-05-03,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,334.59,210.0,1822.0,300.0,2024,5
2024-05-04,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,351.91,248.0,2039.0,400.0,2024,5
2024-05-06,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,442.95,325.0,2600.0,500.0,2024,5
2024-05-07,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,413.52,247.0,2931.0,500.0,2024,5
2024-05-08,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,494.24,310.0,1801.0,500.0,2024,5
2024-05-09,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,427.55,300.0,1955.0,500.0,2024,5
2024-05-10,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,214.34,400.0,2011.0,1100.0,2024,5
2024-05-11,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,238.2,309.0,1825.0,1800.0,2024,5
2024-05-15,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,479.84,320.0,1813.0,400.0,2024,5
2024-05-16,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,348.19,250.0,1690.0,400.0,2024,5
2024-05-17,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,492.25,173.0,1735.0,400.0,2024,5
2024-05-18,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,294.97,250.0,4529.0,1400.0,2024,5
2024-05-20,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,299.61,200.0,1683.0,400.0,2024,5
2024-05-21,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,286.43,300.0,1600.0,800.0,2024,5
2024-05-22,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,250.87,123.0,6550.0,1300.0,2024,5
2024-05-23,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,151.89,365.0,1829.0,1530.0,2024,5
2024-05-24,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,253.74,176.0,1811.0,500.0,2024,5
2024-05-25,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,148.13,380.0,1771.0,1250.0,2024,5
2024-05-27,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,259.84,250.0,1560.0,600.0,2024,5
2024-05-28,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,230.16,400.0,1781.0,600.0,2024,5
2024-05-29,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,192.82,400.0,2100.0,1500.0,2024,5
2024-05-30,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,182.16,156.0,1887.0,1700.0,2024,5
2024-05-31,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,163.42,361.0,1926.0,600.0,2024,5
2024-06-01,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,237.39,200.0,2026.0,900.0,2024,6
2024-06-03,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,301.7,129.0,2578.0,1600.0,2024,6
2024-06-04,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,238.02,100.0,1950.0,600.0,2024,6
2024-06-05,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,357.27,170.0,2181.0,600.0,2024,6
2024-06-06,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,295.62,313.0,2092.0,1400.0,2024,6
2024-06-07,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,550.7,200.0,2000.0,1300.0,2024,6
2024-06-08,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,443.53,200.0,2211.0,600.0,2024,6
2024-06-10,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,576.61,200.0,2761.0,2300.0,2024,6
2024-06-11,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,608.53,478.0,2350.0,2000.0,2024,6
2024-06-12,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,622.88,250.0,2299.0,1800.0,2024,6
2024-06-13,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,560.74,400.0,2298.0,600.0,2024,6
2024-06-14,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,617.59,400.0,2300.0,1800.0,2024,6
2024-06-15,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,371.45,100.0,2510.0,2100.0,2024,6
2024-06-18,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,365.7,451.0,2503.0,2100.0,2024,6
2024-06-19,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,486.91,500.0,8887.0,2300.0,2024,6
2024-06-20,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,440.82,461.0,3150.0,2700.0,2024,6
2024-06-21,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,415.31,580.0,3010.0,2000.0,2024,6
2024-06-22,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,323.53,500.0,2910.0,2700.0,2024,6
2024-06-24,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,390.52,571.0,2911.0,2600.0,2024,6
2024-06-25,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,383.47,438.0,3010.0,2700.0,2024,6
2024-06-26,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,383.58,500.0,2863.0,2100.0,2024,6
2024-06-27,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,373.42,367.0,2850.0,2800.0,2024,6
2024-06-28,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,270.57,700.0,2759.0,1750.0,2024,6
2024-06-29,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,292.84,500.0,2711.0,2700.0,2024,6
2024-07-01,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,414.77,749.0,2950.0,2500.0,2024,7
2024-07-02,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,460.61,422.0,3000.0,2700.0,2024,7
2024-07-03,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,511.71,500.0,2903.0,2000.0,2024,7
2024-07-04,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,382.57,300.0,3015.0,2700.0,2024,7
2024-07-05,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,442.17,856.0,3124.0,2900.0,2024,7
2024-07-06,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,421.17,800.0,2950.0,2900.0,2024,7
2024-07-08,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,512.54,768.0,2900.0,2700.0,2024,7
2024-07-09,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,327.26,500.0,2861.0,2600.0,2024,7
2024-07-10,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,442.2,700.0,2804.0,2800.0,2024,7
2024-07-11,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,386.59,949.0,2811.0,2500.0,2024,7
2024-07-12,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,373.49,950.0,2800.0,2400.0,2024,7
2024-07-13,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,323.14,798.0,2811.0,2600.0,2024,7
2024-07-15,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,341.9,1000.0,2811.0,2300.0,2024,7
2024-07-16,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,240.59,800.0,2801.0,2100.0,2024,7
2024-07-18,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,426.11,851.0,2851.0,2300.0,2024,7
2024-07-19,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,508.85,600.0,2761.0,2543.5,2024,7
2024-07-20,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,413.41,700.0,2725.0,2535.5,2024,7
2024-07-22,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,239.72,800.0,2771.0,2612.5,2024,7
2024-07-23,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,387.55,828.0,2711.0,2600.0,2024,7
2024-07-24,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,415.61,1030.0,2810.0,2400.0,2024,7
2024-07-25,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,386.31,800.0,2772.0,2539.5,2024,7
2024-07-26,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,320.93,550.0,2701.0,2400.0,2024,7
2024-07-27,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,311.76,650.0,2728.0,2600.0,2024,7
2024-07-29,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,274.18,400.0,2727.0,2100.0,2024,7
2024-07-30,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,340.64,886.0,2725.0,2300.0,2024,7
2024-07-31,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,379.79,900.0,2707.0,2400.0,2024,7
2024-08-01,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,272.97,1000.0,2800.0,2600.0,2024,8
2024-08-02,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,308.25,943.0,2752.0,2500.0,2024,8
2024-08-03,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,248.93,800.0,2754.0,2500.0,2024,8
2024-08-05,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,259.72,800.0,2950.0,2707.5,2024,8
2024-08-06,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,363.71,700.0,3000.0,2272.5,2024,8
2024-08-07,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,400.45,800.0,2971.0,2841.5,2024,8
2024-08-08,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,447.2,800.0,3254.0,3100.0,2024,8
2024-08-10,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,718.03,150.0,3472.0,2778.5,2024,8
2024-08-12,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,597.98,1100.0,3517.0,3300.0,2024,8
2024-08-13,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,612.99,800.0,3511.0,3200.0,2024,8
2024-08-14,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,871.08,800.0,3650.0,3212.5,2024,8
2024-08-16,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,640.76,880.0,3971.0,3025.0,2024,8
2024-08-17,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,277.57,800.0,3316.0,2900.0,2024,8
2024-08-20,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,142.47,952.0,3350.0,3300.0,2024,8
2024-08-21,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,193.65,800.0,3611.0,3200.0,2024,8
2024-08-22,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,454.43,1345.0,3607.0,3400.0,2024,8
2024-08-23,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,755.15,600.0,3800.0,3400.0,2024,8
2024-08-24,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,763.04,825.0,3700.0,3551.0,2024,8
2024-08-27,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,416.41,200.0,3751.0,3500.0,2024,8
2024-08-28,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,616.4,500.0,3700.0,3500.0,2024,8
2024-08-29,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,758.99,800.0,3525.0,3175.0,2024,8
2024-08-30,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,753.19,686.0,3415.0,2901.0,2024,8
2024-08-31,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,440.86,749.0,3511.0,3208.0,2024,8
2024-09-03,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,570.63,800.0,4021.0,3500.0,2024,9
2024-09-04,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,712.59,800.0,3911.0,3300.0,2024,9
2024-09-05,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,720.96,800.0,3800.0,3600.0,2024,9
2024-09-06,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,650.8,600.0,3700.0,3000.0,2024,9
2024-09-07,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,385.96,567.0,3721.0,3400.0,2024,9
2024-09-09,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,721.86,600.0,3461.0,3299.5,2024,9
2024-09-10,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,382.32,500.0,3532.0,3200.0,2024,9
2024-09-11,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,401.96,723.0,3800.0,3700.0,2024,9
2024-09-12,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,648.35,500.0,3852.0,3250.0,2024,9
2024-09-13,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,426.23,800.0,3951.0,3500.0,2024,9
2024-09-14,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,385.36,879.0,4671.0,4500.0,2024,9
2024-09-17,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,1039.89,800.0,4174.0,3950.5,2024,9
2024-09-19,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,591.78,800.0,4330.0,3985.5,2024,9
2024-09-20,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,707.17,500.0,4351.0,4050.0,2024,9
2024-09-21,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,1140.82,800.0,4411.0,4002.0,2024,9
2024-09-23,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,1027.13,380.0,4500.0,4063.5,2024,9
2024-09-24,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,607.48,689.0,4501.0,4197.5,2024,9
2024-09-25,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,927.97,800.0,4437.0,3806.5,2024,9
2024-09-26,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,630.05,700.0,4548.0,3921.5,2024,9
2024-09-27,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,576.64,600.0,4126.0,3800.0,2024,9
2024-09-28,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,429.1,712.0,3900.0,3800.0,2024,9
2024-09-30,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,512.04,700.0,3731.0,3344.5,2024,9
2024-10-01,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,340.07,849.0,3975.0,3200.0,2024,10
2024-10-03,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,232.82,750.0,4231.0,3408.5,2024,10
2024-10-04,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,371.71,701.0,4351.0,4000.0,2024,10
2024-10-05,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,515.41,200.0,4330.0,4020.5,2024,10
2024-10-07,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,629.06,753.0,4051.0,3700.0,2024,10
2024-10-08,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,432.79,1000.0,4150.0,3800.0,2024,10
2024-10-09,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,470.04,600.0,4100.0,3400.0,2024,10
2024-10-14,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,322.23,501.0,4051.0,3700.0,2024,10
2024-10-15,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,600.62,660.0,3802.0,3400.0,2024,10
2024-10-16,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,597.25,900.0,3800.0,3000.0,2024,10
2024-10-17,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,407.12,500.0,3811.0,3000.0,2024,10
2024-10-18,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,593.79,864.0,3975.0,3000.0,2024,10
2024-10-19,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,521.68,500.0,3958.0,3500.0,2024,10
2024-10-21,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,390.53,1201.0,4151.0,4000.0,2024,10
2024-10-22,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,466.26,850.0,4100.0,4000.0,2024,10
2024-10-23,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,604.81,874.0,4251.0,3800.0,2024,10
2024-10-24,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,544.33,1134.0,4250.0,4100.0,2024,10
2024-10-25,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,527.95,500.0,4200.0,4000.0,2024,10
2024-10-26,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,471.62,500.0,4175.0,4000.0,2024,10
2024-10-28,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,348.33,1025.0,4300.0,3900.0,2024,10
2024-11-04,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,269.05,1296.0,5374.0,4300.0,2024,11
2024-11-05,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,213.24,200.0,5041.0,4801.0,2024,11
2024-11-06,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,265.26,1485.0,5100.0,5000.0,2024,11
2024-11-07,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,250.29,1150.0,5308.0,5000.0,2024,11
2024-11-08,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,328.84,1600.0,5120.0,4800.0,2024,11
2024-11-09,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,345.52,550.0,4851.0,4700.0,2024,11
2024-11-11,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,360.7,883.0,4751.0,4500.0,2024,11
